,steps,self_finding_steps,prop_selected_correctly,participant,level
931,11,3.6666666666666665,1.0,17,30
932,41,4.25,0.8,17,31
933,11,4.333333333333333,1.0,17,32
934,53,4.0,0.8571428571428571,17,33
935,39,3.4444444444444446,0.8181818181818182,17,34
936,41,4.285714285714286,0.875,17,35
937,11,,0.0,17,36
938,26,3.0,0.6,17,37
939,11,2.5,0.6666666666666666,17,38
940,13,4.75,1.0,17,39
941,25,3.6666666666666665,0.8571428571428571,17,40
942,59,2.5714285714285716,0.875,17,41
943,48,3.142857142857143,0.5384615384615384,17,42
944,23,3.0,0.8333333333333334,17,43
945,19,2.8,1.0,17,44
946,41,1.7777777777777777,0.8181818181818182,17,45
947,33,4.666666666666667,0.8571428571428571,17,46
948,13,4.5,1.0,17,47
949,74,3.9166666666666665,1.0,17,48
950,80,4.545454545454546,0.7333333333333333,17,49
951,13,4.333333333333333,1.0,17,50
952,31,3.857142857142857,0.875,17,51
953,81,3.0714285714285716,0.7777777777777778,17,52
954,397,0.0,0.5,18,0
955,201,,,18,1
956,222,,,18,2
957,175,,,18,3
958,47,,,18,4
959,54,,,18,5
960,95,,,18,6
961,51,,,18,7
962,19,,,18,8
963,174,,,18,9
964,37,,,18,10
965,43,,,18,11
966,23,,,18,12
967,332,,0.0,18,13
968,45,,,18,14
969,95,,0.0,18,15
970,14,,,18,16
971,61,1.0,0.2,18,17
972,19,2.0,0.5,18,18
973,33,1.0,1.0,18,19
974,289,6.0,0.14285714285714285,18,20
975,76,5.0,0.2,18,21
976,23,3.5,0.5,18,22
977,48,4.0,0.25,18,23
978,25,2.0,0.5,18,24
979,13,,0.0,18,25
980,27,,0.0,18,26
981,33,0.0,1.0,18,27
982,47,,,18,28
983,81,0.0,0.3333333333333333,18,29
984,248,,0.0,18,30
985,33,0.0,0.5,18,31
986,37,,,18,32
987,80,,,18,33
988,291,0.0,0.3333333333333333,18,34
989,67,,,18,35
990,30,,0.0,18,36
991,269,,0.0,18,37
992,373,,0.0,18,38
993,1615,1.0,0.25,18,39
994,62,,,18,40
995,75,,,18,41
996,107,,,18,42
997,27,,,18,43
998,41,,,18,44
999,20,,,18,45
1000,166,,0.0,18,46
1001,67,2.0,1.0,18,47
1002,165,1.0,0.5,18,48
1003,11,,,18,49
1004,71,,,18,50
1005,55,,,18,51
1006,160,,0.0,18,52
